Title,Contest ID,Problem ID,Difficulty,Tags
Arena of Greed,1425,A,N/A,"games, greedy"
Ancient Language,1424,M,N/A,"graphs, sortings"
Years,1424,G,N/A,"data structures, sortings"
BubbleSquare Tokens,1423,N,N/A,
Milutin's Plums,1423,M,N/A,interactive
Light switches,1423,L,N/A,meet-in-the-middle
Lonely Numbers,1423,K,N/A,"binary search, math, number theory, two pointers"
Bubble Cup hypothesis,1423,J,N/A,"bitmasks, constructive algorithms, dp, math"
Lookup Tables,1423,I,N/A,bitmasks
Virus,1423,H,N/A,"data structures, divide and conquer, dsu, graphs"
Growing flowers,1423,G,N/A,data structures
Coins,1423,F,N/A,math
5G Antenna Towers,1423,E,N/A,geometry
Does anyone else hate the wind?,1423,D,N/A,
Dušan's Railway,1423,C,N/A,"divide and conquer, graphs, trees"
Valuable Paper,1423,B,N/A,"binary search, flows, graph matchings, graphs"
Wakanda Forever,1423,A,N/A,
Boring Queries,1422,F,N/A,"data structures, math, number theory"
Minlexes,1422,E,N/A,"dp, greedy, implementation, strings"
Returning Home,1422,D,N/A,"graphs, shortest paths, sortings"
Bargain,1422,C,N/A,"combinatorics, dp, math"
Nice Matrix,1422,B,N/A,"greedy, implementation, math"
Fence,1422,A,N/A,"geometry, math"
Swedish Heroes,1421,E,N/A,"brute force, dp, implementation"
Hexagons,1421,D,N/A,"brute force, constructive algorithms, greedy, implementation, math, shortest paths"
Palindromifier,1421,C,N/A,"constructive algorithms, strings"
Putting Bricks in the Wall,1421,B,N/A,"constructive algorithms, implementation"
XORwice,1421,A,N/A,"bitmasks, greedy, math"
Battle Lemmings,1420,E,N/A,"dp, greedy"
Rescue Nibel!,1420,D,N/A,"combinatorics, data structures, sortings"
Pokémon Army (hard version),1420,C2,N/A,"data structures, divide and conquer, dp, greedy, implementation"
Pokémon Army (easy version),1420,C1,N/A,"constructive algorithms, dp, greedy"
Rock and Lever,1420,B,N/A,"bitmasks, math"
Cubes Sorting,1420,A,N/A,"math, sortings"
Rain of Fire,1419,F,N/A,"binary search, data structures, dfs and similar, dsu, graphs, implementation"
Decryption,1419,E,N/A,"constructive algorithms, implementation, math, number theory"
Sage's Birthday (hard version),1419,D2,N/A,"binary search, brute force, constructive algorithms, greedy, sortings, two pointers"
Sage's Birthday (easy version),1419,D1,N/A,"binary search, constructive algorithms, greedy, sortings"
Killjoy,1419,C,N/A,"greedy, implementation, math"
Stairs,1419,B,N/A,"brute force, constructive algorithms, greedy, implementation, math"
Digit Game,1419,A,N/A,"games, greedy, implementation"
Three Occurrences,1418,G,N/A,"data structures, divide and conquer, hashing, two pointers"
Equal Product,1418,F,N/A,"data structures, math, number theory, two pointers"
Expected Damage,1418,E,N/A,"binary search, combinatorics, probabilities"
Trash Problem,1418,D,N/A,"data structures, implementation"
Mortal Kombat Tower,1418,C,N/A,"dp, graphs, greedy, shortest paths"
Negative Prefixes,1418,B,N/A,"greedy, sortings"
Buying Torches,1418,A,N/A,math
Two Arrays,1417,B,N/A,"greedy, math, sortings"
Copy-paste,1417,A,N/A,"greedy, math"
Showing Off,1416,F,N/A,"flows, graph matchings, greedy, implementation"
Split,1416,E,N/A,"binary search, data structures, dp, greedy"
Graph and Queries,1416,D,N/A,"data structures, dsu, graphs, implementation, trees"
XOR Inverse,1416,C,N/A,"bitmasks, data structures, divide and conquer, dp, greedy, math, sortings, strings, trees"
Make Them Equal,1416,B,N/A,"constructive algorithms, greedy, math"
k-Amazing Numbers,1416,A,N/A,"binary search, data structures, implementation, two pointers"
Cakes for Clones,1415,F,N/A,dp
New Game Plus!,1415,E,N/A,"constructive algorithms, greedy, math"
XOR-gun,1415,D,N/A,"bitmasks, brute force, constructive algorithms"
Bouncing Ball,1415,C,N/A,"brute force, dp, implementation"
Repainting Street,1415,B,N/A,"brute force, brute force, greedy"
Prison Break,1415,A,N/A,"brute force, math"
Roads and Ramen,1413,F,N/A,"data structures, trees"
Solo mid Oracle,1413,E,N/A,"greedy, math, ternary search"
Shurikens,1413,D,N/A,"data structures, greedy, implementation"
Perform Easily,1413,C,N/A,"binary search, brute force, dp, implementation, sortings, two pointers"
A New Technique,1413,B,N/A,implementation
Finding Sasuke,1413,A,N/A,"constructive algorithms, math"
No Game No Life,1411,G,N/A,"bitmasks, games, math, matrices"
The Thorny Path,1411,F,N/A,"greedy, math"
Poman Numbers,1411,E,N/A,"bitmasks, greedy, math, strings"
Grime Zoo,1411,D,N/A,"brute force, greedy, implementation, strings"
Peaceful Rooks,1411,C,N/A,"dfs and similar, dsu, graphs"
Fair Numbers,1411,B,N/A,"brute force, number theory"
In-game Chat,1411,A,N/A,implementation
Subsequences of Length Two,1409,F,N/A,"dp, strings"
Two Platforms,1409,E,N/A,"binary search, dp, sortings, two pointers"
Decrease the Sum of Digits,1409,D,N/A,"greedy, math"
Yet Another Array Restoration,1409,C,N/A,"brute force, math, number theory"
Minimum Product,1409,B,N/A,"brute force, greedy, math"
Yet Another Two Integers Problem,1409,A,N/A,"greedy, math"
Bitwise Magic,1408,I,N/A,"dp, math"
Rainbow Triples,1408,H,N/A,"binary search, data structures, flows, greedy"
Clusterization Counting,1408,G,N/A,"combinatorics, dp, dsu, fft, graphs, trees"
Two Different,1408,F,N/A,"constructive algorithms, divide and conquer"
Avoid Rainbow Cycles,1408,E,N/A,"data structures, dsu, graphs, greedy, sortings, trees"
Searchlights,1408,D,N/A,"binary search, brute force, data structures, dp, implementation, sortings, two pointers"
Discrete Acceleration,1408,C,N/A,"binary search, dp, implementation, math, two pointers"
Arrays Sum,1408,B,N/A,"constructive algorithms, greedy, math"
Circle Coloring,1408,A,N/A,constructive algorithms
Egor in the Republic of Dagestan,1407,E,N/A,"constructive algorithms, dfs and similar, dp, graphs, greedy, shortest paths"
Discrete Centrifugal Jumps,1407,D,N/A,"data structures, dp, graphs"
Chocolate Bunny,1407,C,N/A,"constructive algorithms, interactive, math, two pointers"
Big Vova,1407,B,N/A,"brute force, greedy, math, number theory"
Ahahahahahahahaha,1407,A,N/A,"constructive algorithms, math"
Deleting Numbers,1406,E,N/A,"interactive, math, number theory"
Three Sequences,1406,D,N/A,"constructive algorithms, data structures, greedy, math"
Link Cut Centroids,1406,C,N/A,"constructive algorithms, dfs and similar, graphs, trees"
Maximum Product,1406,B,N/A,"brute force, dp, greedy, implementation, sortings"
Subset Mex,1406,A,N/A,"greedy, implementation, math"
Array Cancellation,1405,B,N/A,"constructive algorithms, implementation"
Permutation Forgery,1405,A,N/A,constructive algorithms
Bricks,1404,E,N/A,"flows, graph matchings, graphs"
Game of Pairs,1404,D,N/A,"constructive algorithms, dfs and similar, interactive, math, number theory"
Fixed Point Removal,1404,C,N/A,"binary search, constructive algorithms, data structures, greedy, two pointers"
Tree Tag,1404,B,N/A,"dfs and similar, dp, games, trees"
Balanced Bitstring,1404,A,N/A,"implementation, strings"
Chess Rush,1403,C,N/A,"*special, combinatorics, dp, implementation, math"
Spring cleaning,1403,B,N/A,"*special, data structures, dfs and similar, graphs, trees"
The Potion of Great Power,1403,A,N/A,"*special, 2-sat, binary search, data structures, graphs, interactive, sortings, two pointers"
Star Trek,1402,C,N/A,"*special, combinatorics, dfs and similar, dp, games, graphs, matrices, trees"
Roads,1402,B,N/A,"*special, geometry, sortings"
Fancy Fence,1402,A,N/A,"*special, data structures, dsu, implementation, math, sortings"
Reverse and Swap,1401,F,N/A,"binary search, bitmasks, data structures"
Divide Square,1401,E,N/A,"data structures, geometry, implementation, sortings"
Maximum Distributed Tree,1401,D,N/A,"dfs and similar, dp, greedy, implementation, math, number theory, sortings, trees"
Mere Array,1401,C,N/A,"constructive algorithms, math, number theory, sortings"
Ternary Sequence,1401,B,N/A,"constructive algorithms, greedy, math"
Distance and Axis,1401,A,N/A,"constructive algorithms, math"
Mercenaries,1400,G,N/A,"bitmasks, brute force, combinatorics, dp, dsu, math, two pointers"
x-prime Substrings,1400,F,N/A,"brute force, dfs and similar, dp, string suffix structures, strings"
Clear the Multiset,1400,E,N/A,"data structures, divide and conquer, dp, greedy"
Zigzags,1400,D,N/A,"brute force, combinatorics, data structures, math, two pointers"
Binary String Reconstruction,1400,C,N/A,"2-sat, brute force, constructive algorithms, greedy"
RPG Protagonist,1400,B,N/A,"brute force, greedy, math"
String Similarity,1400,A,N/A,"constructive algorithms, strings"
Yet Another Segments Subset,1399,F,N/A,"data structures, dp, graphs, sortings"
Weights Division (hard version),1399,E2,N/A,"binary search, dfs and similar, greedy, sortings, trees, two pointers"
Weights Division (easy version),1399,E1,N/A,"data structures, dfs and similar, greedy, trees"
Binary String To Subsequences,1399,D,N/A,"constructive algorithms, data structures, greedy, implementation"
Boats Competition,1399,C,N/A,"brute force, greedy, two pointers"
Gifts Fixing,1399,B,N/A,greedy
Remove Smallest,1399,A,N/A,"greedy, sortings"
Running Competition,1398,G,N/A,"bitmasks, fft, math, number theory"
Controversial Rounds,1398,F,N/A,"binary search, data structures, dp, greedy, two pointers"
Two Types of Spells,1398,E,N/A,"binary search, data structures, greedy, implementation, math, sortings"
Colored Rectangles,1398,D,N/A,"dp, greedy, sortings"
Good Subarrays,1398,C,N/A,"data structures, dp, math"
Substring Removal Game,1398,B,N/A,"games, greedy, sortings"
Bad Triangle,1398,A,N/A,"geometry, math"
Power Sequence,1397,B,N/A,"brute force, math, number theory, sortings"
Juggling Letters,1397,A,N/A,"greedy, strings"
Distance Matching,1396,E,N/A,"constructive algorithms, dfs and similar, trees"
Rainbow Rectangles,1396,D,N/A,"data structures, sortings, two pointers"
Monster Invaders,1396,C,N/A,"dp, greedy, implementation"
Stoned Game,1396,B,N/A,"brute force, constructive algorithms, games, greedy"
Multiples of Length,1396,A,N/A,"constructive algorithms, greedy, number theory"
Boboniu and Bit Operations,1395,C,N/A,"bitmasks, brute force, dp, greedy"
Boboniu Plays Chess,1395,B,N/A,constructive algorithms
Boboniu Likes to Color Balls,1395,A,N/A,"brute force, math"
Boboniu and Banknote Collection,1394,E,N/A,strings
Boboniu and Jianghu,1394,D,N/A,"dp, greedy, sortings, trees"
Boboniu and String,1394,C,N/A,"binary search, geometry, ternary search"
Boboniu Walks on Graph,1394,B,N/A,"brute force, dfs and similar, graphs, hashing"
Boboniu Chats with Du,1394,A,N/A,"dp, greedy, sortings, two pointers"
Twilight and Ancient Scroll (harder version),1393,E2,N/A,"dp, hashing, implementation, string suffix structures, strings, two pointers"
Twilight and Ancient Scroll (easier version),1393,E1,N/A,"dp, hashing, implementation, string suffix structures, strings"
Rarity and New Dress,1393,D,N/A,"dfs and similar, dp, implementation, shortest paths"
Pinkie Pie Eats Patty-cakes,1393,C,N/A,"constructive algorithms, greedy, math, sortings"
Applejack and Storages,1393,B,N/A,"constructive algorithms, data structures, greedy, implementation"
"Rainbow Dash, Fluttershy and Chess Coloring",1393,A,N/A,"greedy, math"
Kevin and Grid,1392,I,N/A,"fft, graphs, math"
ZS Shuffles Cards,1392,H,N/A,"combinatorics, dp, math, probabilities"
Omkar and Pies,1392,G,N/A,"bitmasks, dfs and similar, dp, math, shortest paths"
Omkar and Landslide,1392,F,N/A,"binary search, constructive algorithms, data structures, greedy, math"
Omkar and Duck,1392,E,N/A,"bitmasks, constructive algorithms, interactive, math"
Omkar and Bed Wars,1392,D,N/A,"dp, greedy"
Omkar and Waterslide,1392,C,N/A,"greedy, implementation"
Omkar and Infinity Clock,1392,B,N/A,"implementation, math"
Omkar and Password,1392,A,N/A,"greedy, math"
Pairs of Pairs,1391,E,N/A,"constructive algorithms, dfs and similar, graphs, greedy, trees"
505,1391,D,N/A,"bitmasks, brute force, constructive algorithms, dp, greedy, implementation"
Cyclic Permutations ,1391,C,N/A,"combinatorics, dp, graphs, math"
Fix You,1391,B,N/A,"brute force, greedy, implementation"
Suborrays,1391,A,N/A,"constructive algorithms, math"
Directing Edges,1389,G,N/A,"dfs and similar, dp, graphs, trees"
Bicolored Segments,1389,F,N/A,"data structures, dp, graph matchings, sortings"
Calendar Ambiguity,1389,E,N/A,"math, number theory"
Segment Intersections,1389,D,N/A,"brute force, greedy, implementation, math"
Good String,1389,C,N/A,"brute force, dp, greedy, two pointers"
Array Walk,1389,B,N/A,"brute force, dp, greedy"
LCM Problem,1389,A,N/A,"constructive algorithms, greedy, math, number theory"
Uncle Bogdan and Projections,1388,E,N/A,"data structures, geometry, sortings"
Captain Flint and Treasure,1388,D,N/A,"data structures, dfs and similar, graphs, greedy, implementation, trees"
Uncle Bogdan and Country Happiness,1388,C,N/A,"dfs and similar, greedy, math, trees"
Captain Flint and a Long Voyage,1388,B,N/A,"greedy, math"
Captain Flint and Crew Recruitment,1388,A,N/A,"brute force, greedy, math, number theory"
Viruses,1387,C,N/A,"*special, dp, shortest paths, string suffix structures"
Village (Maximum),1387,B2,N/A,"*special, dfs and similar, trees"
Village (Minimum),1387,B1,N/A,"*special, dp, greedy, trees"
Graph,1387,A,N/A,"*special, binary search, dfs and similar, dp, math, ternary search"
Joker,1386,C,N/A,"*special, bitmasks, data structures, divide and conquer, dsu"
Mixture,1386,B,N/A,"*special, data structures, geometry, math, sortings"
Colors,1386,A,N/A,"*special, binary search, constructive algorithms, interactive"
Columns Swaps,1385,G,N/A,"2-sat, dfs and similar, dsu, graphs, implementation"
Removing Leaves,1385,F,N/A,"data structures, greedy, implementation, trees"
Directing Edges,1385,E,N/A,"constructive algorithms, dfs and similar, graphs"
a-Good String,1385,D,N/A,"bitmasks, brute force, divide and conquer, dp, implementation"
Make It Good,1385,C,N/A,greedy
Restore the Permutation by Merger,1385,B,N/A,greedy
Three Pairwise Maximums,1385,A,N/A,math
Koa and the Beach (Hard Version),1384,B2,N/A,"constructive algorithms, dp, greedy, implementation"
Koa and the Beach (Easy Version),1384,B1,N/A,"brute force, dp, greedy"
Common Prefixes,1384,A,N/A,"constructive algorithms, greedy, strings"
Special Edges,1383,F,N/A,"flows, graphs"
Strange Operation,1383,E,N/A,"combinatorics, data structures, dp"
Rearrange,1383,D,N/A,"brute force, constructive algorithms, graphs, greedy, sortings"
String Transformation 2,1383,C,N/A,"bitmasks, dp, graphs, trees"
GameGame,1383,B,N/A,"bitmasks, constructive algorithms, dp, games, greedy, math"
String Transformation 1,1383,A,N/A,"dsu, graphs, greedy, sortings, strings, trees, two pointers"
Sequential Nim,1382,B,N/A,"dp, games"
Common Subsequence,1382,A,N/A,brute force
Origami,1381,E,N/A,"geometry, math, sortings"
The Majestic Brown Tree Snake,1381,D,N/A,"dfs and similar, dp, greedy, trees, two pointers"
Mastermind,1381,C,N/A,"constructive algorithms, graph matchings, greedy, implementation, sortings, two pointers"
Unmerge,1381,B,N/A,dp
Prefix Flip (Hard Version),1381,A2,N/A,"constructive algorithms, data structures, implementation, strings, two pointers"
Prefix Flip (Easy Version),1381,A1,N/A,"constructive algorithms, data structures, strings"
Circular Dungeon,1380,G,N/A,"greedy, math, probabilities"
Strange Addition,1380,F,N/A,"data structures, dp, matrices"
Merging Towers,1380,E,N/A,"data structures, dsu, implementation, trees"
Berserk And Fireball,1380,D,N/A,"constructive algorithms, greedy, implementation, math, two pointers"
Create The Teams,1380,C,N/A,"brute force, dp, greedy, implementation, sortings"
Universal Solution,1380,B,N/A,greedy
Three Indices,1380,A,N/A,"brute force, data structures"
Chess Strikes Back (hard version),1379,F2,N/A,"data structures, divide and conquer"
Chess Strikes Back (easy version),1379,F1,N/A,"binary search, data structures"
Inverse Genealogy,1379,E,N/A,"constructive algorithms, divide and conquer, dp, math, trees"
New Passenger Trams,1379,D,N/A,"binary search, brute force, data structures, sortings, two pointers"
Choosing flowers,1379,C,N/A,"binary search, brute force, data structures, dfs and similar, dp, greedy, sortings, two pointers"
Dubious Cyrpto,1379,B,N/A,"binary search, brute force, math, number theory"
Acacius and String,1379,A,N/A,"brute force, implementation, strings"
Cubic Lattice,1375,I,N/A,"geometry, math, matrices, number theory"
Set Merging,1375,H,N/A,"constructive algorithms, divide and conquer"
Tree Modification,1375,G,N/A,"brute force, constructive algorithms, dfs and similar, graph matchings, graphs, trees"
Integer Game,1375,F,N/A,"constructive algorithms, games, interactive, math"
Inversion SwapSort,1375,E,N/A,"constructive algorithms, greedy, sortings"
Replace by MEX,1375,D,N/A,"brute force, constructive algorithms, sortings"
Element Extermination,1375,C,N/A,"constructive algorithms, data structures, greedy"
Neighbor Grid,1375,B,N/A,"constructive algorithms, greedy"
Sign Flipping,1375,A,N/A,"constructive algorithms, math"
Cyclic Shifts Sorting,1374,F,N/A,"brute force, constructive algorithms, implementation, sortings"
Reading Books (hard version),1374,E2,N/A,"data structures, greedy, implementation, sortings, ternary search, two pointers"
Reading Books (easy version),1374,E1,N/A,"data structures, greedy, sortings"
Zero Remainder Array,1374,D,N/A,"math, sortings, two pointers"
Move Brackets,1374,C,N/A,"greedy, strings"
"Multiply by 2, divide by 6",1374,B,N/A,math
Required Remainder,1374,A,N/A,math
Pawns,1373,G,N/A,"data structures, divide and conquer, greedy"
Network Coverage,1373,F,N/A,"binary search, constructive algorithms, data structures, greedy"
Sum of Digits,1373,E,N/A,"brute force, constructive algorithms, dp, greedy"
Maximum Sum on Even Positions,1373,D,N/A,"divide and conquer, dp, greedy, implementation"
Pluses and Minuses,1373,C,N/A,math
01 Game,1373,B,N/A,games
Donut Shops,1373,A,N/A,"greedy, implementation, math"
Omkar and Modes,1372,F,N/A,"binary search, divide and conquer, interactive"
Omkar and Last Floor,1372,E,N/A,"dp, greedy, two pointers"
Omkar and Circle,1372,D,N/A,"brute force, dp, games, greedy"
Omkar and Baseball,1372,C,N/A,"constructive algorithms, math"
Omkar and Last Class of Math,1372,B,N/A,"greedy, math, number theory"
Omkar and Completion,1372,A,N/A,"constructive algorithms, implementation"
Raging Thunder,1371,F,N/A,"data structures, divide and conquer, implementation"
Asterism (Hard Version),1371,E2,N/A,"binary search, combinatorics, dp, math, number theory, sortings"
Asterism (Easy Version),1371,E1,N/A,"binary search, brute force, combinatorics, math, number theory, sortings"
Grid-00100,1371,D,N/A,"constructive algorithms, greedy, implementation"
A Cookie for You,1371,C,N/A,"greedy, implementation, math"
Magical Calendar,1371,B,N/A,math
Magical Sticks,1371,A,N/A,math
The Hidden Pair (Hard Version),1370,F2,N/A,"binary search, dfs and similar, graphs, interactive, shortest paths, trees"
The Hidden Pair (Easy Version),1370,F1,N/A,"binary search, dfs and similar, graphs, interactive, shortest paths, trees"
Binary Subsequence Rotation,1370,E,N/A,"binary search, constructive algorithms, data structures, greedy"
Odd-Even Subsequence,1370,D,N/A,"binary search, dp, dsu, greedy, implementation"
Number Game,1370,C,N/A,"games, math, number theory"
GCD Compression,1370,B,N/A,"constructive algorithms, math, number theory"
Maximum GCD,1370,A,N/A,"greedy, implementation, math, number theory"
BareLee,1369,F,N/A,"dfs and similar, dp, games"
DeadLee,1369,E,N/A,"data structures, dfs and similar, greedy, implementation, sortings"
TediousLee,1369,D,N/A,"dp, graphs, greedy, math, trees"
RationalLee,1369,C,N/A,"greedy, math, sortings, two pointers"
AccurateLee,1369,B,N/A,"greedy, implementation, strings"
FashionabLee,1369,A,N/A,"geometry, math"
Breadboard Capacity (hard version),1368,H2,N/A,
Breadboard Capacity (easy version),1368,H1,N/A,"dp, flows, greedy"
Shifting Dominoes,1368,G,N/A,"data structures, geometry, graphs, trees"
Lamps on a Circle,1368,F,N/A,"games, implementation, interactive, math"
Ski Accidents,1368,E,N/A,"constructive algorithms, graphs, greedy"
"AND, OR and square sum",1368,D,N/A,"bitmasks, greedy, math"
Even Picture,1368,C,N/A,constructive algorithms
Codeforces Subsequences,1368,B,N/A,"brute force, constructive algorithms, greedy, math, strings"
C+=,1368,A,N/A,"brute force, greedy, implementation, math"
Flying Sort (Hard Version),1367,F2,N/A,"binary search, data structures, dp, greedy, sortings, two pointers"
Flying Sort (Easy Version),1367,F1,N/A,"dp, greedy, two pointers"
Necklace Assembly,1367,E,N/A,"brute force, dfs and similar, dp, graphs, greedy, number theory"
Task On The Board,1367,D,N/A,"constructive algorithms, greedy, implementation, sortings"
Social Distance,1367,C,N/A,"constructive algorithms, greedy, math"
Even Array,1367,B,N/A,"greedy, math"
Short Substrings,1367,A,N/A,"implementation, strings"
Construct the String,1366,G,N/A,"data structures, dp, strings"
Jog Around The Graph,1366,F,N/A,"binary search, dp, geometry, graphs"
Two Arrays,1366,E,N/A,"binary search, brute force, combinatorics, constructive algorithms, dp, two pointers"
Two Divisors,1366,D,N/A,"constructive algorithms, math, number theory"
Palindromic Paths,1366,C,N/A,"greedy, math"
Shuffle,1366,B,N/A,"math, two pointers"
Shovels and Swords,1366,A,N/A,"binary search, greedy, math"
Secure Password,1365,G,N/A,"bitmasks, combinatorics, constructive algorithms, interactive, math"
Swaps Again,1365,F,N/A,"constructive algorithms, implementation, sortings"
Maximum Subsequence Value,1365,E,N/A,"brute force, constructive algorithms"
Solve The Maze,1365,D,N/A,"constructive algorithms, dfs and similar, dsu, graphs, greedy, implementation, shortest paths"
Rotation Matching,1365,C,N/A,"constructive algorithms, data structures, greedy, implementation"
Trouble Sort,1365,B,N/A,"constructive algorithms, implementation"
Matrix Game,1365,A,N/A,"games, greedy, implementation"
X-OR,1364,E,N/A,"bitmasks, constructive algorithms, divide and conquer, interactive, probabilities"
Ehab's Last Corollary,1364,D,N/A,"constructive algorithms, dfs and similar, graphs, greedy, implementation, trees"
Ehab and Prefix MEXs,1364,C,N/A,"brute force, constructive algorithms, greedy"
Most socially-distanced subsequence,1364,B,N/A,"greedy, two pointers"
XXXXX,1364,A,N/A,"brute force, data structures, number theory, two pointers"
Rotating Substrings,1363,F,N/A,"dp, strings"
Tree Shuffling,1363,E,N/A,"dfs and similar, dp, greedy, trees"
Guess The Maximums,1363,D,N/A,"binary search, implementation, interactive, math"
Game On Leaves,1363,C,N/A,"games, trees"
Subsequence Hate,1363,B,N/A,"implementation, strings"
Odd Selection,1363,A,N/A,"brute force, implementation, math"
Johnny and Another Rating Drop,1362,C,N/A,"bitmasks, greedy, math"
Johnny and His Hobbies,1362,B,N/A,"bitmasks, brute force"
Johnny and Ancient Computer,1362,A,N/A,implementation
Johnny and New Toy,1361,F,N/A,"data structures, implementation, math"
James and the Chase,1361,E,N/A,"dfs and similar, graphs, probabilities, trees"
Johnny and James,1361,D,N/A,"greedy, implementation, math, trees"
Johnny and Megan's Necklace,1361,C,N/A,"binary search, bitmasks, constructive algorithms, dfs and similar, dsu, graphs"
Johnny and Grandmaster,1361,B,N/A,"greedy, implementation, math, sortings"
Johnny and Contribution,1361,A,N/A,"constructive algorithms, graphs, greedy, sortings"
Binary Median,1360,H,N/A,"binary search, bitmasks, brute force, constructive algorithms"
A/B Matrix,1360,G,N/A,"constructive algorithms, greedy, math"
Spy-string,1360,F,N/A,"bitmasks, brute force, constructive algorithms, dp, hashing, strings"
Polygon,1360,E,N/A,"dp, graphs, implementation, shortest paths"
Buying Shovels,1360,D,N/A,"math, number theory"
Similar Pairs,1360,C,N/A,"constructive algorithms, graph matchings, greedy, sortings"
Honest Coach,1360,B,N/A,"greedy, sortings"
Minimal Square,1360,A,N/A,"greedy, math"
RC Kaboom Show,1359,F,N/A,"binary search, brute force, data structures, geometry, math"
Modular Stability,1359,E,N/A,"combinatorics, math, number theory"
Yet Another Yet Another Task,1359,D,N/A,"data structures, dp, implementation, two pointers"
Mixing Water,1359,C,N/A,"binary search, math"
New Theatre Square,1359,B,N/A,"brute force, dp, greedy, implementation, two pointers"
Berland Poker,1359,A,N/A,"brute force, greedy, math"
Tasty Cookie,1358,F,N/A,"binary search, constructive algorithms, greedy, implementation"
Are You Fired?,1358,E,N/A,"constructive algorithms, data structures, greedy, implementation"
The Best Vacation,1358,D,N/A,"binary search, brute force, greedy, implementation, two pointers"
Celex Update,1358,C,N/A,math
Maria Breaks the Self-isolation,1358,B,N/A,"greedy, sortings"
Park Lighting,1358,A,N/A,"greedy, math"
Root of quantum Fourier transform,1357,E2,N/A,*special
Power of quantum Fourier transform,1357,E1,N/A,*special
Quantum Classification - Dataset 7,1357,D5,N/A,*special
Quantum Classification - Dataset 6,1357,D4,N/A,*special
Quantum Classification - Dataset 5,1357,D3,N/A,*special
Quantum Classification - Dataset 4,1357,D2,N/A,*special
Quantum Classification - Dataset 3,1357,D1,N/A,*special
Prepare superposition of basis states with the same parity,1357,C2,N/A,*special
Prepare superposition of basis states with 0s,1357,C1,N/A,*special
"""Is the number divisible by 3?"" oracle",1357,B2,N/A,*special
"""Is the bit string balanced?"" oracle",1357,B1,N/A,*special
"Distinguish Y, XZ, -Y and -XZ",1357,A7,N/A,*special
Distinguish four Pauli gates,1357,A6,N/A,*special
Distinguish Rz(θ) from Ry(θ),1357,A5,N/A,*special
Distinguish Rz from R1,1357,A4,N/A,*special
Distinguish H from X,1357,A3,N/A,*special
"Distinguish I, CNOTs and SWAP",1357,A2,N/A,*special
Figure out direction of CNOT,1357,A1,N/A,*special
Quantum Classification - 2,1356,D2,N/A,*special
Quantum Classification - 1,1356,D1,N/A,*special
Prepare state |01⟩ + |10⟩ + |11⟩,1356,C,N/A,*special
Decrement,1356,B2,N/A,*special
Increment,1356,B1,N/A,*special
Distinguish Z from -Z,1356,A5,N/A,*special
Distinguish I ⊗ X from CNOT,1356,A4,N/A,*special
Distinguish Z from S,1356,A3,N/A,*special
Distinguish I from Z,1356,A2,N/A,*special
Distinguish I from X,1356,A1,N/A,*special
Guess Divisors Count,1355,F,N/A,"constructive algorithms, interactive, number theory"
Restorer Distance,1355,E,N/A,"binary search, greedy, math, sortings, ternary search"
Game With Array,1355,D,N/A,"constructive algorithms, math"
Count Triangles,1355,C,N/A,"binary search, implementation, math, two pointers"
Young Explorers,1355,B,N/A,"dp, greedy, sortings"
Sequence with Digits,1355,A,N/A,"brute force, implementation, math"
Find a Gift,1354,G,N/A,"binary search, interactive, probabilities"
Summoning Minions,1354,F,N/A,"constructive algorithms, dp, flows, graph matchings, greedy, sortings"
Graph Coloring,1354,E,N/A,"dfs and similar, dp, graphs"
Multiset,1354,D,N/A,"binary search, data structures"
Not So Simple Polygon Embedding,1354,C2,N/A,"binary search, brute force, geometry, math"
Simple Polygon Embedding,1354,C1,N/A,"binary search, geometry, math, ternary search"
Ternary String,1354,B,N/A,"binary search, dp, implementation, two pointers"
Alarm Clock,1354,A,N/A,math
Decreasing Heights,1353,F,N/A,"brute force, dp"
K-periodic Garland,1353,E,N/A,"brute force, dp, greedy"
Constructing the Array,1353,D,N/A,"constructive algorithms, data structures, sortings"
Board Moves,1353,C,N/A,math
Two Arrays And Swaps,1353,B,N/A,"greedy, sortings"
Most Unstable Array,1353,A,N/A,"constructive algorithms, greedy, math"
Special Permutation,1352,G,N/A,constructive algorithms
Binary String Reconstruction,1352,F,N/A,"constructive algorithms, dfs and similar, math"
Special Elements,1352,E,N/A,"brute force, implementation, two pointers"
"Alice, Bob and Candies",1352,D,N/A,implementation
K-th Not Divisible by n,1352,C,N/A,"binary search, math"
Same Parity Summands,1352,B,N/A,"constructive algorithms, math"
Sum of Round Numbers,1352,A,N/A,"implementation, math"
Skier,1351,C,N/A,"data structures, implementation"
Square?,1351,B,N/A,"brute force, implementation, math"
A+B (Trial Problem),1351,A,N/A,implementation
Orac and Models,1350,B,N/A,"dp, math, number theory"
Orac and Factors,1350,A,N/A,math
Slime and Sequences (Hard Version),1349,F2,N/A,"dp, fft, math"
Slime and Sequences (Easy Version),1349,F1,N/A,"dp, fft, math"
Slime and Hats,1349,E,N/A,"constructive algorithms, dp, greedy"
Slime and Biscuits,1349,D,N/A,"math, probabilities"
Orac and Game of Life,1349,C,N/A,"dfs and similar, graphs, implementation, shortest paths"
Orac and Medians,1349,B,N/A,"constructive algorithms, greedy, math"
Orac and LCM,1349,A,N/A,"data structures, math, number theory"
